run_id,episode_id,role_family,lane,workspace_id,benchmark_tags,artifact_quality_score,browser_workflow_score,strict_interface_score,recovered_execution_score,revision_responsiveness,memory_retention_score,escalation_correctness,collateral_damage_free,human_time_ratio,role_readiness_score
20260411T152622175519Z_episode_kwa_finance_three_statement_model,kwa_finance_three_statement_model,finance,replayable_core,finance-three-statement,"knowledge_work_arena,replayable_core,finance",1.0,1.0,1.0,1.0,0.8125,1.0,1.0,1.0,0.0889,0.9826
20260411T152631705612Z_episode_kwa_finance_visual_invoice_revision_hold_v2,kwa_finance_visual_invoice_revision_hold_v2,finance,replayable_core,finance-visual-invoice-revision-hold-v2,"knowledge_work_arena,replayable_core,finance,visual_document,visual_kwa,revision_pressure",0.875,0.9815,0.625,0.5,0.9375,1.0,1.0,1.0,0.0889,0.8209
20260411T152700483289Z_episode_kwa_finance_ic_memo,kwa_finance_ic_memo,finance,replayable_core,finance-ic-memo,"knowledge_work_arena,replayable_core,finance",1.0,0.9718,1.0,1.0,0.9375,1.0,1.0,1.0,0.0889,0.9911
20260411T152712637276Z_episode_kwa_finance_partner_deck_revision,kwa_finance_partner_deck_revision,finance,replayable_core,finance-partner-deck,"knowledge_work_arena,replayable_core,finance",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,1.0
20260411T152728290198Z_episode_kwa_exec_board_send_hold,kwa_exec_board_send_hold,executive_assistant,replayable_core,exec-board-send-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9882,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.9755
20260411T152733663015Z_episode_kwa_jobs_submission_hold,kwa_jobs_submission_hold,job_application_ops,replayable_core,jobs-submission-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.975
20260411T152753751377Z_episode_kwa_finance_committee_hold,kwa_finance_committee_hold,finance,replayable_core,finance-committee-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9833,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.9981
20260411T152805840998Z_episode_kwa_exec_vendor_access_hold,kwa_exec_vendor_access_hold,executive_assistant,replayable_core,exec-vendor-access-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.975
20260411T152822822694Z_episode_kwa_jobs_screening_hold,kwa_jobs_screening_hold,job_application_ops,replayable_core,jobs-screening-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.975
20260411T152914389743Z_episode_kwa_finance_billing_patch_hold,kwa_finance_billing_patch_hold,finance,replayable_core,finance-billing-patch-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9831,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.9981
20260411T153019381305Z_episode_kwa_exec_stale_brief_hold,kwa_exec_stale_brief_hold,executive_assistant,replayable_core,exec-stale-brief-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.975
20260411T153030938070Z_episode_kwa_jobs_constraint_preservation_hold,kwa_jobs_constraint_preservation_hold,job_application_ops,replayable_core,jobs-constraint-preservation-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.975
20260411T153113551679Z_episode_kwa_finance_stale_assumption_hold,kwa_finance_stale_assumption_hold,finance,replayable_core,finance-stale-assumption-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9833,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.9981
20260411T153135741896Z_episode_kwa_exec_visual_dashboard_brief,kwa_exec_visual_dashboard_brief,executive_assistant,replayable_core,exec-visual-dashboard-brief,"knowledge_work_arena,replayable_core,executive_assistant,visual_ui_ops,visual_kwa",1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,0.16,0.9942
20260411T153339282703Z_episode_kwa_jobs_visual_form_hold,kwa_jobs_visual_form_hold,job_application_ops,replayable_core,jobs-visual-form-hold,"knowledge_work_arena,replayable_core,job_application_ops,visual_ui_ops,visual_kwa",1.0,0.9773,1.0,1.0,0.8125,1.0,1.0,1.0,0.16,0.9801
20260411T153422906076Z_episode_kwa_finance_visual_invoice_hold,kwa_finance_visual_invoice_hold,finance,replayable_core,finance-visual-invoice-hold,"knowledge_work_arena,replayable_core,finance,visual_document,visual_kwa",1.0,0.9615,0.625,0.5,0.9375,1.0,1.0,1.0,0.0889,0.8441
