label,case_id,family,baseline_failure_mode,candidate_failure_mode,delta_exact_match,delta_executor_equivalence_match,transition
oblique_code_guard_v7,residual_chip_v82_chart_decoy,visual_argument_transfer_residual_code,argument_mismatch,exact,1,1,strict_gain
oblique_code_guard_v7,residual_field_m20_stale_selection_decoy,visual_tool_routing_transfer_residual,no_tool_call,executable_paraphrase,0,1,executor_gain_without_strict
oblique_code_guard_v7,residual_notice_tile_email_decoy,visual_argument_transfer_residual_noncode,exact,exact,0,0,unchanged
oblique_code_guard_v7,residual_phase_pill_ticket_decoy,visual_argument_transfer_residual_noncode,exact,exact,0,0,unchanged
oblique_code_guard_v7,residual_state_pill_note_decoy,visual_argument_transfer_residual_noncode,no_tool_call,argument_mismatch,0,0,unchanged
hybrid_label_guard_v8,residual_alert_h73_toggle_decoy,visual_tool_routing_transfer_residual,argument_mismatch,exact,1,1,strict_gain
hybrid_label_guard_v8,residual_badge_q14_notice_decoy,visual_argument_transfer_residual_code,exact,exact,0,0,unchanged
hybrid_label_guard_v8,residual_chip_n31_owner_note_decoy,visual_argument_transfer_residual_code,exact,exact,0,0,unchanged
hybrid_label_guard_v8,residual_chip_v82_chart_decoy,visual_argument_transfer_residual_code,argument_mismatch,exact,1,1,strict_gain
hybrid_label_guard_v8,residual_field_m20_stale_selection_decoy,visual_tool_routing_transfer_residual,no_tool_call,exact,1,1,strict_gain
hybrid_label_guard_v8,residual_notice_tile_email_decoy,visual_argument_transfer_residual_noncode,exact,exact,0,0,unchanged
hybrid_label_guard_v8,residual_phase_pill_ticket_decoy,visual_argument_transfer_residual_noncode,exact,exact,0,0,unchanged
hybrid_label_guard_v8,residual_state_pill_note_decoy,visual_argument_transfer_residual_noncode,no_tool_call,argument_mismatch,0,0,unchanged
no_call_control_rescue_v10,residual_alert_h73_toggle_decoy,visual_tool_routing_transfer_residual,argument_mismatch,argument_mismatch,0,0,unchanged
no_call_control_rescue_v10,residual_badge_q14_notice_decoy,visual_argument_transfer_residual_code,exact,exact,0,0,unchanged
no_call_control_rescue_v10,residual_chip_n31_owner_note_decoy,visual_argument_transfer_residual_code,exact,exact,0,0,unchanged
no_call_control_rescue_v10,residual_chip_v82_chart_decoy,visual_argument_transfer_residual_code,argument_mismatch,executable_paraphrase,0,1,executor_gain_without_strict
no_call_control_rescue_v10,residual_field_m20_stale_selection_decoy,visual_tool_routing_transfer_residual,no_tool_call,executable_paraphrase,0,1,executor_gain_without_strict
no_call_control_rescue_v10,residual_notice_tile_email_decoy,visual_argument_transfer_residual_noncode,exact,exact,0,0,unchanged
no_call_control_rescue_v10,residual_phase_pill_ticket_decoy,visual_argument_transfer_residual_noncode,exact,exact,0,0,unchanged
no_call_control_rescue_v10,residual_state_pill_note_decoy,visual_argument_transfer_residual_noncode,no_tool_call,argument_mismatch,0,0,unchanged
