run_id,task_id,variant_id,track,architecture,backend,thinking_enabled,language_stressor,schema_stressor,context_stressor,efficiency_stressor,failure_summary,answer_match,arg_exact,avoidable_retries,completion_tokens,controller_repair_count,evidence_hit_rate,exact_match,final_state_match,hallucinated_tool_rate,interface_reliability_score,latency_ms,malformed_call_rate,mrr,ndcg,prompt_tokens,recall_at_k,recovery_correct,steps_taken,success,token_budget_used,tool_exact
20260409T133149Z_hybrid_retr_010_rollout_mode_retr_010_rollout_mode_language_fr,retr_010_rollout_mode,retr_010_rollout_mode_language_fr,retrieval,hybrid,mlx,False,fr,,,,none,1.0,,0,14,0,1.0,,,0.0,,484,0.0,1.0,1.0,200,1.0,,0,1.0,2,
20260409T133150Z_hybrid_retr_010_rollout_mode_retr_010_rollout_mode_context_long_history,retr_010_rollout_mode,retr_010_rollout_mode_context_long_history,retrieval,hybrid,mlx,False,,,long_history,,none,1.0,,0,14,0,1.0,,,0.0,,509,0.0,1.0,1.0,233,1.0,,0,1.0,2,
20260409T133150Z_hybrid_retr_010_rollout_mode_retr_010_rollout_mode_efficiency_top_k_3,retr_010_rollout_mode,retr_010_rollout_mode_efficiency_top_k_3,retrieval,hybrid,mlx,False,,,,top_k_3,none,1.0,,0,14,0,1.0,,,0.0,,470,0.0,1.0,1.0,197,1.0,,0,1.0,2,
20260409T133205Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_clean,agent_002_reschedule_sarah,agent_002_reschedule_sarah_clean,full_stack,modular,mlx,False,,,,,none,1.0,1.0,0,64,0,,,1.0,0.0,1.0,13724,0.0,,,479,,1.0,2,1.0,,1.0
20260409T133207Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_language_fr,agent_002_reschedule_sarah,agent_002_reschedule_sarah_language_fr,full_stack,modular,mlx,False,fr,,,,none,1.0,1.0,0,64,0,,,1.0,0.0,1.0,1577,0.0,,,482,,1.0,2,1.0,,1.0
20260409T133208Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_schema_validator_feedback,agent_002_reschedule_sarah,agent_002_reschedule_sarah_schema_validator_feedback,full_stack,modular,mlx,False,,validator_feedback,,,none,1.0,1.0,0,64,0,,,1.0,0.0,1.0,1511,0.0,,,479,,1.0,2,1.0,,1.0
20260409T133210Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_context_changed_constraint,agent_002_reschedule_sarah,agent_002_reschedule_sarah_context_changed_constraint,full_stack,modular,mlx,False,,,changed_constraint,,none,1.0,1.0,0,75,0,,,1.0,0.0,1.0,1698,0.0,,,496,,1.0,2,1.0,,1.0
20260409T133212Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_efficiency_truncation_compact,agent_002_reschedule_sarah,agent_002_reschedule_sarah_efficiency_truncation_compact,full_stack,modular,mlx,False,,,,truncation_compact,none,1.0,1.0,0,64,0,,,1.0,0.0,1.0,1574,0.0,,,479,,1.0,2,1.0,,1.0
20260409T133213Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_crossed,agent_002_reschedule_sarah,agent_002_reschedule_sarah_crossed,full_stack,modular,mlx,False,fr,,changed_constraint,truncation_compact,none,1.0,1.0,0,64,0,,,1.0,0.0,1.0,1542,0.0,,,482,,1.0,2,1.0,,1.0
20260409T133214Z_modular_agent_010_parallel_audit_patch_agent_010_parallel_audit_patch_clean,agent_010_parallel_audit_patch,agent_010_parallel_audit_patch_clean,full_stack,modular,mlx,False,,,,,none,1.0,1.0,0,22,0,,,1.0,0.0,1.0,803,0.0,,,366,,1.0,3,1.0,,1.0
20260409T133215Z_modular_agent_010_parallel_audit_patch_agent_010_parallel_audit_patch_language_fr,agent_010_parallel_audit_patch,agent_010_parallel_audit_patch_language_fr,full_stack,modular,mlx,False,fr,,,,none,1.0,1.0,0,22,0,,,1.0,0.0,1.0,793,0.0,,,369,,1.0,3,1.0,,1.0
20260409T133216Z_modular_agent_010_parallel_audit_patch_agent_010_parallel_audit_patch_schema_validator_feedback,agent_010_parallel_audit_patch,agent_010_parallel_audit_patch_schema_validator_feedback,full_stack,modular,mlx,False,,validator_feedback,,,none,1.0,1.0,0,22,0,,,1.0,0.0,1.0,800,0.0,,,366,,1.0,3,1.0,,1.0
20260409T133216Z_modular_agent_010_parallel_audit_patch_agent_010_parallel_audit_patch_context_changed_constraint,agent_010_parallel_audit_patch,agent_010_parallel_audit_patch_context_changed_constraint,full_stack,modular,mlx,False,,,changed_constraint,,none,1.0,1.0,0,22,0,,,1.0,0.0,1.0,790,0.0,,,383,,1.0,3,1.0,,1.0
20260409T133217Z_modular_agent_010_parallel_audit_patch_agent_010_parallel_audit_patch_efficiency_truncation_compact,agent_010_parallel_audit_patch,agent_010_parallel_audit_patch_efficiency_truncation_compact,full_stack,modular,mlx,False,,,,truncation_compact,none,1.0,1.0,0,22,0,,,1.0,0.0,1.0,782,0.0,,,366,,1.0,3,1.0,,1.0
